premise,hypothesis,label
Seorang wanita mengambil foto di pantai di tepi air sementara seorang gadis berdiri di latar depan.,Sebuah keluarga terlihat pada hari terakhir mereka berkemah untuk musim panas.,1
Seorang pria duduk di kursi sambil membaca majalah.,Pria itu menjual perhiasan.,2
Orang-orang berbaring di kursi di depan kolam luar ruangan.,Orang-orang sedang memancing.,1
Seorang pejalan kaki wanita berhenti di puncak gunung dengan pemandangan yang indah,Wanita itu di rumah menonton tv.,2
Seorang pria tua dengan tongkat memegang payung sambil berjalan melalui pasar luar ruangan.,Jutawan berbelanja jeruk bali.,1
Beberapa pendaki berjajar sedang memanjat batu sementara pria berbaju merah mengawasi dan memegang tali.,Orang-orang sedang bermain seluncur salju.,2
Binatang itu dapat merusak objek.,Hewan itu menghancurkan sofa,2
Seorang pria asia berjalan menyusuri jalan berubin abu-abu dengan kedua putrinya di samping seorang pria yang duduk dengan sepedanya.,Pria dan putrinya ada di bandara.,2
Seorang pria dengan mikrofon.,Seorang wanita berbicara di ponselnya.,2
Tampilan belakang seseorang berpakaian seperti badut.,Seseorang mengenakan pakaian.,0
Seorang pria sedang berbicara ke mikrofon dengan berbagai peralatan perekam di depannya.,Pria dalam gambar belum pernah melihat apapun yang menggunakan listrik.,2
Seorang pria mengendarai ATV-nya melalui sungai berlumpur.,Seorang pria mengendarai ATV.,0
Seorang gadis berbaju ungu dan seorang gadis berbaju hijau sedang memutar-mutar pita di sebuah ruangan.,"Dua gadis ada di dalam, memutar-mutar pita.",0
Seorang pria dan seorang wanita menari bersama,Sekelompok anak sedang berenang.,2
Seorang bek mencoba melakukan tekel dalam rugby.,Bek menangani bermain rugby,0
Seorang pria kulit putih sedang duduk di atas kuda coklat sambil mengayunkan laso di atas kepalanya.,Seorang koboi bersiap untuk mengikat seekor sapi jantan.,1
Dua wanita kulit hitam sedang menonton pertunjukan.,Setidaknya ada dua wanita.,0
Orang-orang duduk di bangku taman di bawah naungan beberapa pohon terdekat.,Orang-orang duduk di bangku taman.,0
Seorang pria muda dengan kaus hijau dan tas punggung sedang menunggu dengan beberapa orang untuk transportasi.,Seorang pria yang mengenakan ransel hijau sedang menunggu kereta.,1
"Sekelompok pemuda campuran mencuci tangan truk merah, satu mencuci kaca belakang sementara yang lain mencuci bagian samping dengan kain lap.","Sekelompok pemuda berada di rumah sakit, sebagai seorang gadis sebagai infeksi telinga.",2
Jalan yang sangat ramai dengan truk-truk besar menyusuri jalan dan orang-orang berjalan di jalan.,Jalanan ramai dengan orang-orang di hari yang cerah.,1
Sekelompok orang melakukan perjalanan melalui garis di sepanjang sisi patung gorila.,Mereka diserang oleh seekor gorila.,2
Dua wanita dan seorang pria semuanya mengenakan jaket hitam dan tersenyum.,Dua wanita dan seorang pria semuanya bahagia.,0
Seorang pria berambut hitam panjang mengenakan kemeja hitam dan dasi warna-warni sedang menggunakan papan elektronik dengan lampu di atasnya.,Warna rambutnya berbeda dengan bajunya.,2
"Sebuah poster yang menampilkan gambar vintage seorang aktris cantik mengiklankan sebuah perusahaan dari posisinya, ditempelkan di sisi sebuah bangunan.",Poster iklan diekspos ke elemen.,0
Seorang wanita muda dengan bunga di rambutnya berada di acara luar ruangan.,Seorang gadis kecil duduk dengan tenang di gereja.,2
"Seorang pemuda sedang mencari tumpangan di jalan pedesaan, duduk di lapangan berumput dengan latar belakang pohon besar dan rumah besar.",Seorang pria sedang berjalan di kota,2
Dua remaja bermain dengan burung dan serangga di kompleks sebelah rumah mereka di california.,Ada dua remaja bermain dengan serangga.,0
Tiga gadis muda sedang duduk di lantai ubin hijau dan putih.,Tiga gadis duduk di lantai keramik.,0
Seorang pria dengan kemeja kotak-kotak sedang menjual produk ke pelanggan.,Kemeja kotak-kotak sebagian besar berwarna merah.,1
Dua wanita berdiri di toko dengan bayi di kereta dorong biru.,Dua wanita dan bayi di toko.,0
Pekerja kota dengan perlengkapan keselamatan kuning mendorong gerobak sampah hijau.,anak laki-laki itu marah,2
seekor anjing berlari melewati rerumputan panjang.,Seekor anjing duduk di tangga depan dan tidur.,2
Seorang wanita sedang berlari dalam perlombaan.,Wanita itu memakai celana pendek.,1
"Dua petugas polisi Chicago sedang berbicara, sambil melihat lokasi kerja dari atas.",Petugas polisi mengobrol.,0
Banyak orang berkumpul di pasar oriental.,Orang-orang sedang menaiki roller coaster.,2
Seorang pria bertopi keras melihat ke bak truk merah yang diparkir di depan kerangka bangunan.,Seorang pria sedang tidur.,2
Gadis kecil bermain dengan ruang hampa sementara anak-anak lain melihatnya.,gadis-gadis kecil bermain dengan ruang hampa seperti anak-anak,0
Seorang gadis muda dengan wajah dicat melihat ke cermin yang dipegang oleh seorang wanita tua.,Seorang gadis sedih dengan wajahnya dicat melihat ke cermin yang dipegang oleh seorang wanita tua.,1
Tiga anak berdiri di peron di sebelah rel kereta api.,Beberapa anak menunggu untuk pulang.,1
Seorang Gadis dengan rambut coklat panjang berdiri di luar.,Seorang gadis berambut panjang menunggu kencannya.,1
Anjing putih di depan orang yang berdiri di air sedang melompat.,Seorang manusia melatih seekor kucing.,2
Dua pria sedang bercakap-cakap di katedral atau masjid.,Dua pria sedang berbincang,0
Seorang pria dan seorang wanita bergandengan tangan (mengenakan pakaian mahal) di samping pajangan kaca (mungkin toko ritel) di trotoar di lingkungan perkotaan.,Pria dan wanita itu mengenakan kain compang-camping.,2
Sebuah bus kelebihan muatan penumpang di negara asing.,Sebuah bus dikemas.,0
"Sekelompok orang berkumpul di sekitar dua wanita, salah satu wanita mengenakan gaun hijau dengan bentuk kuning di atasnya, wanita lainnya mengenakan kemeja pink dan hitam.",Para wanita sedang tidur di tempat tidur.,2
Seorang pria bersandar di dinding dekat mobil merah.,Pria itu sedang duduk.,2
Seorang pengendara sepeda gunung sedang berkendara di sepanjang jalan tanah yang berat di daerah berhutan.,Seorang pengendara sepeda gunung sedang berlatih untuk balapan yang akan datang.,1
Seorang pengendara sepeda motor berbaju hitam dan perak melakukan wheelie di medan berpasir.,Seorang pengendara sepeda mengendarai di atas pasir.,0
Ada empat orang berbicara di bilik telepon.,Beberapa manusia berbicara,0
Beberapa orang duduk di luar ruangan di meja dengan payung dan berbicara.,Orang-orang sedang bermain sepak bola di luar.,2
Seorang pria asia berjalan menyusuri jalan berubin abu-abu dengan kedua putrinya di samping seorang pria yang duduk dengan sepedanya.,Sebuah keluarga di sebuah taman,1
Seorang pengendara sepeda tampak sedang melakukan perbaikan sepeda yang terbalik di trotoar.,Seseorang sedang mengerjakan sepeda yang bannya kempes.,1
Seorang pria berdasi berjalan melewati seekor burung yang sedang terbang.,Seorang pria berdasi menatap seekor burung di langit.,1
Seorang pria berjanggut abu-abu dengan pakaian hitam menunggang kuda di jalan berbatu.,Seorang berjanggut abu-abu menunggang kuda di jalan menuju rumahnya.,1
Seorang pria dengan kemeja putih bergaris vertikal biru dengan rambut hitam berdiri di sebuah ruangan di sebelah orang lain melihat ke depan.,Ada seorang pria dengan kemeja putih dan biru bergaris vertikal duduk di sebuah ruangan dan melihat ke belakang.,2
Seorang pria mengejar seorang gadis kecil dengan gaun berbunga-bunga di jalan beraspal.,Seorang gadis mengejar ayahnya.,2
Seorang wanita berkulit cokelat dengan rompi oranye bekerja dengan tanah liat.,seorang wanita berkulit cokelat sedang mengerjakan tanah liat untuk proyek kelasnya,1
Seorang anak melompati sepedanya melewati pagar.,Seorang anak mengendarai skateboard.,2
Seekor anjing putih melompat ke udara untuk menangkap Frisbee.,Anjing putih sedang bermain Frisbee di taman.,1
Tiga anjing bermain di rumput.,Anjing berjemur di halaman belakang.,2
Banyak orang berkumpul di jalan dan ada satpam di sana.,Sekelompok orang bekerja sama untuk membangun rumah.,2
Dua pria memakai sandal berjalan.,Kedua pria itu memiliki sesuatu di kaki mereka.,0
Seorang wanita berbaju oranye mengendarai wahana karnaval.,Seorang wanita mengenakan pakaian oranye.,0
"Dua pria bersandar di dinding, satu dengan celana hitam dan terbalik, pria lainnya dengan celana khaki yang digulung sambil memegangi yang lain.",Dua pria memakai kilt.,2
Badut berdiri di seberang jalan dari sekelompok besar orang.,Seorang badut melakukan aksinya di depan satu penonton,2
Orang-orang makan di kafetaria dengan balok kayu dan langit-langit kaca.,Orang-orang sedang makan dan melihat-lihat museum.,1
Seorang wanita bercelana pendek dan bertopi putih sedang mengambil gambar dengan kamera digital sementara seorang pria muda menonton.,Seorang pria melihat seorang gadis mengambil foto.,0
Seorang pria berbaring di rerumputan dengan penutup matanya sementara seekor burung lewat.,Pria itu memiliki matanya mencuat dalam kecelakaan mobil.,1
Sekelompok kereta luncur anjing di baju zirah berdiri bersama di salju.,Anjing-anjing sedang bermain tangkap.,2
Seorang gadis muda sedang membuat wafel di meja dapur.,Seorang manusia membuat wafel,0
Beberapa orang berkumpul bersama memainkan alat musik.,Ada orang yang memainkan alat musik.,0
Dua pria dengan peralatan salju menatap ke kejauhan.,Para pria memejamkan mata.,2
dua wanita tersenyum berdiri di samping satu sama lain,Dua orang bersebelahan.,0
Badut berbaring di atas kuda di sirkus atau acara pameran dengan penonton.,Seorang badut sedang mencoba memanjat bagian dalam kuda mati di sebuah sirkus.,2
Seorang wanita dengan tank top bergaris menikmati minuman dingin sambil mengamati sekelilingnya.,Seorang wanita mengenakan tank top.,0
seorang gadis muda dengan pakaian renang bergaris melompat ke laut.,Seorang gadis membangun istana pasir di pantai.,2
Seorang pria bertato bertelanjang dada sedang mengerjakan perancah di luar jendela.,Seorang pria bertelanjang dada dengan tubuh bertato berdiri di atas perancah yang bekerja di jendela.,0
Sekelompok orang bersiap untuk pergi memancing.,Para pria membawa kano bersama mereka.,2
2 wanita gipsi berbaju warna-warni dengan celana pendek terpotong menari melingkar.,2 pria menari,2
Anak-anak bergulat di dedaunan musim gugur.,Anak bermain di kolam renang.,2
Seorang wanita dengan tas biru di depan ATM mendapatkan uang.,Seorang wanita sedang menyetor cek di bank.,2
Seorang pria berkacamata tebal sedang bekerja dengan rajin di depan komputernya.,pria yang saya pakai resep oakleys,1
Seorang bintang rock memegang gitar dengan dekorasi kupu-kupu di latar belakang dan bernyanyi sekuat tenaga.,gadis memberikan konser besar,1
pria besar berbaju hitam di sebelah petugas polisi berjalan menjauh dari pria berbaju biru dan ransel,Pria itu berpakaian.,0
Sekelompok tiga perempuan dan satu laki-laki mengenakan kostum,Sekelompok orang dengan kostum,0
Seorang wanita dengan rambut pirang pendek sedang melihat sebuah bangunan dengan tangan di udara.,Wanita itu terlihat gembira di sebuah gedung.,1
Seorang pria paruh baya mengendarai sepeda motor.,Dia sedang duduk.,0
Dua anak kecil melompat dari birai semen ke tanah.,dua anak kecil melompat ke tanah kotor dari langkan semen,0
Kaki burung itu mencengkeram jendela dengan erat.,ada burung beristirahat,0
"Seorang gadis muda tampak melompat pendek, kerucut lalu lintas oranye di halaman berumput sementara gadis muda lain dan orang dewasa menonton.",Ada seorang gadis muda yang tampaknya melompati kerucut lalu lintas pendek.,0
Seorang perenang sedang bertanding dalam suatu perlombaan.,Perlombaan hampir berakhir.,1
Seekor anjing kecil dengan pita merah di kepalanya berjalan-jalan.,Seekor anjing kecil yang memakai pita ada di luar.,1
Seorang wanita mengatur lalu lintas.,Seorang wanita adalah Pasukan Negara.,1
Seorang pria mengaitkan beberapa kabel untuk menguji gitar.,Pria itu sedang memainkan perangkat drumnya.,2
Seorang gadis kecil berambut merah duduk di depan saat jalan setapak kecil yang penuh dengan orang mendekati menara air kecil.,Menara air membocorkan air ke atas orang-orang di jalan setapak.,2
Seorang wanita memegang pengering rambut di dekat seekor anjing yang tampak sedih di atas ubin linoleum.,Seekor anjing menggonggong dan berlari melintasi lapangan.,2
"seseorang berdiri di trotoar, di samping jendela, mengenakan pakaian hangat",Seseorang sedang berdiri.,0
Seekor anjing berlari ke arah kamera dengan tongkat di mulutnya.,Seekor anjing bermain dengan tongkat.,0
Seseorang dengan jeans biru dan kemeja merah putih sedang menggunakan bilik telepon.,Seseorang berbicara di telepon di telepon umum.,0
"Seorang gadis berambut cokelat berkacamata dan sweater putih, menggendong anak perempuannya yang masih balita dengan rambut pirang, kemeja cokelat, jari telunjuk di mulut sang anak.",Wanita itu mendorong putrinya di ayunan.,2
Seorang pria berpakaian era perang sipil memegang senapan.,Pria itu memegang senjata.,0
Seorang pria memberikan presentasi powerpoint di papan Smart.,Pria itu tidak melakukan apa-apa.,2
Anjing hitam dengan wajah hitam dan cokelat berlari di air.,Seekor anjing sedang bermain di pantai.,1
Kerumunan besar orang sedang berjalan.,Ada lebih dari 5 orang.,0
Dua penunggang kuda masuk dan arena berseragam berkuda dengan satu memimpin kuda pertunjukan yang indah dan yang lainnya menunggang kuda.,Dua penunggang kuda memamerkan kuda mewah mereka yang dibesarkan dengan baik kepada pejabat asing.,1
Siswa duduk di luar dengan bus sekolah.,Siswa duduk di dekat bus.,0
"Seorang wanita paruh baya berambut pirang mengenakan atasan hitam tanpa lengan, celana putih, dan cemberut berdiri di halte transit.",Seorang wanita yang tidak bahagia dengan enggan menunggu busnya di halte bus di sudut jalan.,1
Seorang pria dengan overall jeans melihat kereta api.,Pria itu ditutup matanya.,2
Tiga anak menunggu di kanal di bawah pohon weeping willow.,Tiga anak di kanal sedang memanjat pohon,2
Seseorang menjelaskan instrumen.,Orang itu sedang menjelaskan seruling.,1
Pelari bersiap untuk berlari.,Lari akan segera berlari.,0
Seorang atlet wanita mengikat tali salah satu cleatnya di lapangan.,Seorang atlet sedang mengikat sepatunya.,0
Seorang pria dengan perlengkapan pelari sedang mendorong kereta bayi di pantai.,Seorang pria mendorong kereta bayi di luar,0
Seorang Afrika berjalan melalui lapangan.,Wanita itu berteriak saat dia menyadari dia tersesat di batang jagung yang tinggi dan tebal.,2
polisi dengan tangan di sakunya dengan rompi reflektif kuning,Polisi berdiri mengenakan rompi,0
Sekelompok pria tua berkumpul di sekitar mobil.,Sekelompok pria Amish berkumpul di sekitar kereta kuda.,2
Dua pria bermain game sementara yang lain menonton.,Dua pria sedang berinteraksi,0
Orang-orang mengikuti Mempelai Wanita di pesta pernikahan.,Pasangan yang baru menikah sedang diikuti di pesta pernikahan.,1
Seorang pria dengan kemeja kotak-kotak biru mendongak.,Orang jangkung berkemeja,1
Seorang wanita yang tertawa mengangkat jumper one-piece bayi biru sementara wanita lain melihat.,Para wanita memberi isyarat pada setelan jas biru bayi itu.,0
Tiga orang sedang duduk dan bercakap-cakap saat berada di sebuah gedung.,Tiga orang berada di gedung berbicara sambil menunggu janji mereka.,1
Seorang pengendara sepeda di udara setelah melompati sepedanya dari tanjakan yang tertutup grafiti.,Seseorang melakukan lompatan dengan sepedanya.,0
Sekelompok orang berbaju biru berdiri di depan beberapa gedung.,Sekelompok orang berbicara di luar.,0
Seorang anak laki-laki meluncur ke seluncuran biru dengan mata tertutup sementara seorang wanita dengan kacamata hitam menonton sambil tersenyum.,Seorang anak laki-laki dan seorang wanita berjalan melalui taman di tengah hujan.,2
Seorang pria dengan pakaian berwarna terang sedang tidur di bangku.,pria itu tunawisma.,1
"Seorang anak laki-laki kulit hitam dengan kemeja bergaris, celana pendek hitam, dan sepatu bot hujan hitam berbaring di deretan pembatas jalan berwarna kuning.",Seorang anak laki-laki tunawisma terbaring di beberapa pembatas jalan,1
